name,name_hebrew,db_id,type,lat,lon,year_established,district,municipality,category,nearest_settlement
Pnei Kedem North - Derech HaShem,פני קדם צפון - דרך ה',1232.0,Outpost,31.594397,35.203135,2024,Hebron,Gush Etzion,Outpost,Pnei Kedem
Tamir's Family Farm - Mevoo't Jericho East,שער המלך - מבואות יריחו מזרח,1226.0,Outpost,31.911834,35.430421,2024,Jericho,Jordan Valley,Farm Outpost,Mevoo't Jericho
Giva't Yavo Dodi,גבעת יבוא דודי,1227.0,Outpost,31.967066,35.146318,2024,Ramallah,Binyamin,Farm Outpost,Kerem Reim
Shlisha Farm,חוות שלישה - מערבית למחצבת כוכב השחר,1242.0,Outpost,31.99679,35.332061,2024,Ramallah,Binyamin,Farm Outpost,
Beer Elhanan,באר אלחנן - עתניאל,1222.0,Outpost,31.444279,35.037465,2024,Hebron,Har Hebron,Outpost,Otniel
Mizpe Moti,מצפה מוטי,1228.0,Outpost,31.9992,35.334876,2024,Salfit,Shomron,Outpost,Havat Yair
Gofna,גופנה,1233.0,Outpost,31.978042,35.126969,2024,Ramallah,Binyamin,Outpost,Nahliel
Maale Rehava'm South,מעלה רחבעם דרום,1257.0,Outpost,31.644488,35.258968,2024,Bethlehem,Gush Ezion,Outpost,Maale Rehava'm
Ofra South-East - Baruchi's Farm,עפרה דרום מזרח - חוות אורנים החווה של ברוכי,1229.0,Outpost,31.943524,35.277642,2024,Ramallah,Binyamin,Farm Outpost,Ofra
Or Nahman,אור נחמן,1272.0,Outpost,32.028485,35.327453,2024,,,Farm Outpost,
Hanina Farm,חוות חנינה,1238.0,Outpost,31.894275,35.304636,2024,Ramallah,Binyamin,Farm Outpost,Michmash
Midbar Hever Farm B,חוות נתן ברוך - מדבר חבר ב',1240.0,Outpost,31.470671,35.176819,2024,Hebron,Gush Etzion,Farm Outpost,Pnei Hever
New Tzarda Farm,חוות צרדה החדשה,1230.0,Outpost,32.054777,35.061805,2024,Salfit,Shomron,Farm Outpost,Pduel
Mizpe Yair North,מצפה יאיר צפון - סימרי,1241.0,Outpost,31.38774,35.141409,2024,Yatta,Har Hebron,Farm Outpost,Mizpe Yair
Mizpe Michal Farm,חוות מצפה מיכל - תומר מערב,1234.0,Outpost,32.020943,35.430839,2024,Jericho,Jordan Valley,Farm Outpost,Netiv Hagdud
Eretz Kama Farm,חרמש דרום - חוות ארץ קמה,1243.0,Outpost,32.416002,35.120818,2024,Jenin,Shomron,Farm Outpost,Hermesh
Netiv Hagdud Farm,חוות נתיב הגדוד (החווה של שלמה),1235.0,Outpost,31.98576,35.435261,2024,Ramallah,Binyamin,Farm Outpost,Mala'ache Hashalom
Khan al-Ahmar - Kfar Edomim South,חוות חאן אלאחמר - אחוות רעים,1259.0,Outpost,31.810598,35.336017,2024,Jericho,Binyamin,Farm Outpost,Kfar Edumim
Sde Shechem Farm,חוות שדה שכם - עוז יוסף,1244.0,Outpost,32.187623,35.310446,2024,Nablus,Shomron,Farm Outpost,Itamar
Umm Jamal - Maskiyot North,אום ג'מאל - חוות יחד לבבי,1258.0,Outpost,32.33108,35.491103,2024,Ramallah,Binyamin,Farm Outpost,
Magenzi B Farm,חוות מגנזי ב',1245.0,Outpost,31.961005,35.030366,2024,Ramallah,Binyamin,Farm Outpost,Nili
Hesed Olam Farm,עופרים דרום - חוות חסד עולם,1246.0,Outpost,32.003898,35.034664,2024,Ramallah,Binyamin,Farm Outpost,Ofarim
Telem North - Uri,תלם צפון - שכונת אורי,1284.0,Outpost,31.571185,35.0377,2024,Hebron,Har Hebron,Outpost,Telem
The Places Farm,חוות הארמונות,1248.0,Outpost,31.869505,35.429962,2024,Jericho,,Farm Outpost,Mizpe Danny
Adora East,"אדורה מזרח - מצפה ש""י",1249.0,Outpost,31.554901,35.02583,2024,Hebron,Har Hebron,Outpost,Adora
Palgei Mayim Farm,חוות פלגי מים,1285.0,Outpost,32.091981,35.270676,2024,Ramallah,Binyamin,Farm Outpost,Eli
Hauja - Rosh Tidhar Farm,חוות העוג'ה - ראש תדהר,1251.0,Outpost,31.950411,35.410303,2024,Jericho,Jordan Valley,Farm Outpost,Yitav
Mikne Avraham,מקנה אברהם,1252.0,Outpost,31.59223,35.265098,2024,Bethlehem,Gush Etzion,Farm Outpost,Maale Amos
Shovel Farm Ariel Industrial area,חוות שובאל - א.תעשיה אריאל,1262.0,Outpost,32.077507,35.131439,2024,Salfit,Shomron,Farm Outpost,Ariel
Talmonim North,טלמונים צפון,1263.0,Outpost,31.943401,35.130759,2024,Ramallah,Binyamin,Outpost,Talmonim
Tekoa H,תקוע ח',1264.0,Outpost,31.623644,35.245428,2024,Bethlehem,Gush Etzion,Outpost,Tekoa
Giva't Tzon Binyamin,גבעת צאן בנימין - דרומית לאדם,1265.0,Outpost,31.842501,35.289701,2024,Ramallah,Binyamin,Farm Outpost,Adam - Geva Binyamin
Avia Farm - Mechora East,חוות אביה - מכורה מזרח,1266.0,Outpost,32.15927,35.441197,2024,,Jordan Valley,Farm Outpost,Mechora
Givat Hadagel B,גבעת הדגל ב',1267.0,Outpost,31.39551,35.102819,2024,Yatta,Har Hebron,Farm Outpost,Susiya
Tekoa I,תקוע ט',1268.0,Outpost,31.620964,35.258285,2024,Bethlehem,Gush Etzion,Farm Outpost,Tekoa
Tekoa J,תקוע י',1269.0,Outpost,31.626839,35.276215,2024,Bethlehem,Gush Etzion,Farm Outpost,Tekoa
Maale Rehava'm East,מעלה רחבעם מזרח,1270.0,Outpost,31.644779,35.27049,2024,Bethlehem,Gush Etzion,Farm Outpost,Maale Rehavam
Bnayahu's Farm,החווה של בניהו,1306.0,Outpost,31.856302,35.29912,2024,Ramallah,Binyamin,Farm Outpost,Maale Mikhmash
Shvut Rachel North - Or Avraham,שבות רחל צפון - אור אברהם,1279.0,Outpost,32.059091,35.316968,2024,Ramallah,Binyamin,Outpost,Shvout Rahel
Otniel farm Farm,חוות עתניאל - אפקה,1273.0,Outpost,31.468163,35.037925,2024,Hebron,Har Hebron,Farm Outpost,Adoraim
Pne Hever West,פני חבר מערב - מצפה זיו,1274.0,Outpost,31.484244,35.144231,2024,Hebron,Har Hebron,Outpost,Pne Hever
Amiel Farm - Bar Dalya,החווה של עמיאל - בר דליה,1286.0,Outpost,32.390706,35.469611,2024,,Jordan Valley,Farm Outpost,Mehula
Mizpe Malkiya Farm,חוות מצפה מלכיה,1278.0,Outpost,31.386533,35.142273,2024,Yatta,Har Hebron,Farm Outpost,Mizpe Yair
Tzur Levavi farm,החווה של יהוראי מגורי - צור לבבי,1281.0,Outpost,31.98492,35.244416,2024,Ramallah,Binyamin,Farm Outpost,Ofra
Beit Hagai South,בית חגי דרום,1256.0,Outpost,31.488482,35.081433,2024,Hebron,Har Hebron,Outpost,Beit Hagai
New Mikne Avraham Farm,חוות מקנה יהודה החדשה - עשהאל דרום - גבעת שמורת השיט,1215.0,Outpost,31.360834,35.037925,2024,Yatta,Har Hebron,Farm Outpost,Asael
Maale Efraim North - Priel Farm,מעלה אפרים צפון - החווה של פריאל,1352.0,Outpost,32.078254,35.416964,2024,,,Farm Outpost,Maale Efraim
Giva't Haslai'm,גבעת הסלעים - חוות עטרת צפון,1280.0,Outpost,32.014663,35.170877,2025,Ramallah,Binyamin,Outpost,Ateret
Nahal Heletz - Bar Kochva,בר כוכבא - נחל חלץ,1275.0,Outpost,31.714881,35.151994,2025,Bethlehem,Gush Ezion,Outpost,
Givat Oz Yair - Ofra South - Tripi quarry,עפרה דרום - טריפי מזרח - גבעת עוז יאיר,1307.0,Outpost,31.927138,35.277357,2025,Ramallah,Binyamin,Outpost,Ofra
Neve Daniel West,נווה דניאל מערב,1283.0,Outpost,31.67791,35.134873,2025,Bethlehem,Gush Ezion,Outpost,Neve Daniel
Adam North,אדם צפון - גבעת גור אריה,1282.0,Outpost,31.856772,35.275841,2025,Ramallah,Binyamin,Outpost,Adam - Geva Binyamin
Taysir Chechpoint Farm,מחסום תאייסיר - צבי עופרים,1338.0,Outpost,32.32902,35.438314,2025,Nablus,Jordan Valley,Outpost,
Nahliel South,נחליאל דרום,1308.0,Outpost,31.971843,35.134184,2025,Ramallah,Binyamin,Outpost,Nahliel
Zafnat farm - Kfar Tapuah North,כפר תפוח צפון - חוות צפנת,1288.0,Outpost,32.12894,35.253632,2025,Nablus,Shomron,Farm Outpost,Kfar Tapuach
Aviad - Kiryat Arba South,אביעד - קרית ארבע דרום,1289.0,Outpost,31.495275,35.130648,2025,Hebron,Kiryat Arba,Outpost,Kiryat Arba
Aviad Farm - Mizpe Jericho West Farm,חוות אביעד - מצפה יריחו מערב - מעלה אדומים דרום,1290.0,Outpost,31.811812,35.376581,2025,Jericho,Binyamin,Farm Outpost,Mizpe Yericho
Givat Yahaloma,גבעת יהלומה - אביתר מערב,1291.0,Outpost,32.121389,35.265566,2025,Nablus,Shomron,Farm Outpost - Yeshiva,Avyatar?
HaMaayan - Alon Shvut West,המעיין - אלון שבות מערב,1292.0,Outpost,31.651283,35.134687,2025,Bethlehem,Gush Ezion,Outpost,Alon Shvut
Ein Prat Farm,"חוות עין פרת -ש""ש",1300.0,Outpost,31.82429,35.368733,2025,Jericho,Binyamin,Farm Outpost,Kfar Adomim
Tzur Yehuda Farm,חוות צור יהודה,1296.0,Outpost,31.606753,35.10657,2025,Hebron,Gush Ezion,Farm Outpost,Karme Tzur
Naale West Farm,חוות נעלה מערב,1293.0,Outpost,31.96903,35.059629,2025,Ramallah,Binyamin,Farm Outpost,Naale
Eshkolot Farm,חוות אשכולות,1301.0,Outpost,31.422004,34.914775,2025,Hebron,Har Hebron,Farm Outpost,Eshkolot?
Efrat farm,חוות אפרת,1386.0,Outpost,31.683439,35.189511,2025,Bethlehem,Gush Ezion,Farm Outpost,Efrat
Nahalat Efraim Farm,חוות נחלת אפרים - עין סמיה,1309.0,Outpost,31.987267,35.339354,2025,Ramallah,Binyamin,Farm Outpost,
Tkoa South - Tomer's Farm,החווה של תומר - תקוע דרום,1310.0,Outpost,31.613127,35.247258,2025,Bethlehem,Gush Ezion,Farm Outpost,Tkoa
Zarzir Farm,מוצב זרזיר - חוות שער ישראל,1357.0,Outpost,32.148003,35.548196,2025,Jericho,Jordan Valley,Farm Outpost,Argaman
Asfar West,אספר מערב,1294.0,Outpost,31.588618,35.183831,2025,Bethlehem,Gush Ezion,Outpost,Asfar
New Nof Avi Farm,"מגדלים צפון - נוף אב""י החדשה",1311.0,Outpost,32.094297,35.352555,2025,Nablus,Shomron,Farm Outpost,Migdalim
Maoz Shaul Farm,חוות מעוז שאול -אבני חפץ דרום,1295.0,Outpost,32.271913,35.077544,2025,Nablus,Shomron,Farm Outpost,Avne Hefetz
Maa'lot Halhul,מעלות חלחול - מרום יהודה,1302.0,Outpost,31.588052,35.120209,2025,Hebron,Gush Ezion,Farm Outpost,Karme Tzur
Mevo Har-El - Atarot Adar,מבוא הר-אל - עטרות אדר,1303.0,Outpost,31.875511,35.103164,2025,Ramallah,Binyamin,Farm Outpost,Beit Horon
Mezudat David Farm,חוות מצודת דוד - מלאכי השלום מערב,1312.0,Outpost,32.017767,35.355921,2025,Ramallah,Binyamin,Farm Outpost,
Michtam LeDavid farm,חוות מכתם לדוד,1351.0,Outpost,32.071062,35.35621,2025,Ramallah,Binyamin,Farm Outpost,
Beit Horon North,בית חורון צפון - חוות בית קרניים,1304.0,Outpost,31.897732,35.125803,2025,Ramallah,Binyamin,Farm Outpost,Beit Horon
The Seven Sheferds Farm,חוות שבעת הרועים - תצפית גוש שילה,1305.0,Outpost,32.048952,35.270349,2025,Ramallah,Binyamin,Farm Outpost,
Hanekuda Baemek - Emek Shiloh Farm,חוות עמק שילה - הנקודה בעמק - רכס,1313.0,Outpost,32.039177,35.301245,2025,Ramallah,Binyamin,Farm Outpost,Shiloh
Baal Hatzor Farm,חוות בעל חצור - הר המלך,1350.0,Outpost,31.965984,35.325221,2025,Ramallah,Binyamin,Farm Outpost,Kochav Hashahar
Nofei Gideon,נופי גדעון - קדומים,1314.0,Outpost,32.235294,35.148494,2025,Nablus,Shomron,Outpost,Kedumim
Givat Gefen Ami,גבעת גפן עמי,1316.0,Outpost,31.610846,35.119494,2025,Hebron,Gush Ezion,Farm Outpost,Karme Tzur
Amihai Farm - Bar Daliya,חוות בקר עמיחי - בר דליה,1377.0,Outpost,32.375231,35.488488,2025,Tubas,Jordan Valley,Farm Outpost,Mehola
Hesed Leavraham Farm,הר חצור - חוות חסד לאברהם,1369.0,Outpost,31.973898,35.287102,2025,Ramallah,Binyamin,Farm Outpost,Ofra
Ahi-Ad Farm,חוות אחי עד,1317.0,Outpost,31.820043,35.377498,2025,Jericho,Binyamin,Farm Outpost,Mizpe Yericho
Magen Avraham Farm,אייבי נחל צפון - חוות מגן אברהם,1337.0,Outpost,31.618447,35.210388,2025,Bethlehem,Gush Ezion,Farm Outpost,Evie Nahal
Maale Tidhar,מעלה תדהר,1319.0,Outpost,31.610283,35.186363,2025,Hebron,Gush Ezion,Farm Outpost,Asfar
Givat Emuna,גבעת אמונה - אלוף יהודה מערב,1320.0,Outpost,31.605612,35.190518,2025,Hebron,Gush Ezion,Farm Outpost,Asfar
Karme Tzur South,כרמי צור דרום,1321.0,Outpost,31.604908,35.098618,2025,Hebron,Gush Ezion,Outpost,Karme Tzur
Nahliel North,נחליאל צפון,1322.0,Outpost,31.981918,35.145635,2025,Ramallah,Binyamin,Farm Outpost,Nahliel
Mikne Yehuda Farm,עשהאל מערב,1324.0,Outpost,31.374018,35.03647,2025,Hebron,Har Hebron,Outpost,Susiya
Kela' David Farm - Halamish West,חוות קלע דוד - חלמיש מערב,1325.0,Outpost,32.004519,35.10121,2025,Ramallah,Binyamin,Farm Outpost,Halamish
Netzah David Farm,חוות נצח דוד,1326.0,Outpost,32.116497,35.317755,2025,Nablus,Shomron,Farm Outpost,Migdalim
Beit Ulla Farm,חוות בית אורות - בית אולא,1349.0,Outpost,31.623916,34.989495,2025,Tarkumiya,Gush Ezion,Farm Outpost,
Telem West - Nofei Yehuda Farm,תלם מערב - חוות נופי יהודה,1327.0,Outpost,31.566362,35.019493,2025,Hebron,Har Hebron,Farm Outpost,Telem
Evyatar East,אביתר מזרח,1333.0,Outpost,32.120028,35.277174,2025,Nablus,Shomron,Outpost,Evyatar
Adora West,אדורה מערב,1328.0,Outpost,31.55074,35.006277,2025,Hebron,Har Hebron,Outpost,Adora
Hashalom Farm,חוות השלום,1329.0,Outpost,31.955548,35.088009,2025,Ramallah,Binyamin,Farm Outpost,Naale
Ibei Nahal South,אייבי נחל דרום,1330.0,Outpost,31.597887,35.221341,2025,Bethlehem,Gush Ezion,Outpost,Maale Amos
Old Keidar East,קדר הישנה מזרח,1331.0,Outpost,31.744945,35.302679,2025,Bethlehem,Gush Ezion,Outpost,Old Keidar
Mizpe Kramim North,מצפה כרמים צפון,1332.0,Outpost,31.961336,35.35813,2025,Ramallah,Binyamin,Outpost,Mizpe Kramim
Anaki's Farm,חוות ענקי,1387.0,Outpost,31.80625,35.338375,2025,Jericho,Binyamin,Farm Outpost,Maale Adumim
Migdal David Farm,חוות מגדל דוד,1334.0,Outpost,32.075493,35.354699,2025,Nablus,Shomron,Farm Outpost,Migdalim
Gibore David Farm - Duma East,חוות גיבורי דוד - דומא מזרח,1335.0,Outpost,32.066052,35.377142,2025,Nablus,Binyamin,Farm Outpost,
Mizpe Eyal - Pne Haver West,מצפה אייל - פני חבר מערב,1336.0,Outpost,31.488084,35.158125,2025,Hebron,Har Hebron,Outpost,Pne Hever
Malache Hashalom West,מלאכי השלום מערב,1339.0,Outpost,32.022045,35.360338,2025,Ramallah,Binyamin,Outpost,Malache Hashalom
Kahlit North,כחלית צפון,1340.0,Outpost,32.05386,35.345246,2025,Ramallah,Binyamin,Outpost,Kida
Migron North,מגרון צפון,1343.0,Outpost,31.888557,35.274083,2025,Ramallah,Binyamin,Outpost,Ramat Migron
Kfar Trifon,כפר טרפון,1344.0,Outpost,31.995529,35.212266,2025,Ramallah,Binyamin,Farm Outpost,
Nahalat Ben Yishai,נחלת בן ישי,1347.0,Outpost,31.81837,35.293127,2025,Ramallah,Binyamin,Farm Outpost,Talmon
Shani North - Anim Farm,שני צפון - חוות ענים,1341.0,Outpost,31.364315,35.082092,2025,Yatta,Har Hebron,Farm Outpost,Shani
Yetedot Farm South,חוות יתדות דרום - גבעת אור ידידיה,1342.0,Outpost,32.187506,35.179749,2025,Nablus,Shomron,Farm Outpost,Havat Gilad
Givat Mevaser Shalom,גבעת מבשר השלום,1345.0,Outpost,32.120614,35.290103,2025,Nablus,Shomron,Farm Outpost,
Revava North,רבבה צפון,1388.0,Outpost,32.131034,35.11701,2025,Salfit,Shomron,Farm Outpost,Revava
Rujum a-Naga,רוג'ם א-נאקה,1365.0,Outpost,31.510755,35.31404,2025,Bethlehem,Megilot/Gusg Etzion,Farm Outpost,
Givat Herout,גבעת חרות,1353.0,Outpost,31.970091,35.134914,2025,Ramallah,Binyamin,Outpost,Nahliel
Rimonim West,חוות סלע רימון,1366.0,Outpost,31.937504,35.318787,2025,Ramallah,Binyamin,Farm Outpost,Rimonim
Nof Mishkan Farm,חוות נוף המשכן,1389.0,Outpost,32.058425,35.298817,2025,Ramallah,Binyamin,Farm Outpost,Shiloh
Meitr LaAretz Farm,חוות מאיר לארץ,1380.0,Outpost,32.008023,35.064342,2025,Ramallah,Binyamin,Farm Outpost,Neve Tzuf
Narhiva,נרחיבה,1346.0,Outpost,32.126285,35.120873,2025,Salfit,Shomron,Outpost,Revava
Carmel East,כרמל מזרח - גבעת ברקאי,1348.0,Outpost,31.431693,35.185695,2025,Yatta,Har Hebron,Outpost,Carmel
Mizpor Yossi,מצפור יוסי - בית חגי,1354.0,Outpost,31.485255,35.073728,2025,Hebron,Har Hebron,Outpost,Beit Hagai
Shove Israel farm,חוות שובה ישראל,1355.0,Outpost,32.303817,35.219453,2025,Nablus,Shomron,Farm Outpost,Homesh
Beit Anout,בית ענות,1356.0,Outpost,31.565839,35.116333,2025,Hebron,Har Hebron,Farm Outpost,
Shir LeDavid Farm,חוות שיר לדוד,1368.0,Outpost,32.082782,35.024069,2025,Salfit,Shomron,Farm Outpost,Leshem
Har Bezeq Farm,חוות הר בזק,1372.0,Outpost,32.365148,35.397027,2025,Jenin,Shomron,Farm Outpost,
Givat Shirat Tzion,שירת ציון,1378.0,Outpost,32.253122,35.161745,2025,Nablus,Shomron,Farm Outpost,
Barkan West - Tzurim Farm,ברקן מערב - חוות צורים,1213.0,Outpost,32.09534,35.093933,2025,Salfit,Shomron,Farm Outpost,Barkan
Kerem Hamami Farm,חוות כרם חממי,1367.0,Outpost,31.598388,35.120601,2025,Hebron,Gush Ezion,Farm Outpost,Carme Tzur
Kol Mevaser,קול מבשר,1358.0,Outpost,31.873077,35.292168,2025,Ramallah,Binyamin,Farm Outpost,Nahlat Tzvi
Nofei Prat West,נופי פרת מערב,1359.0,Outpost,31.816312,35.304649,2025,Jericho,Binyamin,Farm Outpost,Ein Prat
Shedma,שדמה,1360.0,Outpost,31.697097,35.240626,2025,Bethlehem,Gush Ezion,Outpost,
Mevo Kane Farm,חוות מבוא קנה,1361.0,Outpost,32.169506,35.21633,2025,Nablus,Shomron,Farm Outpost,Yizhar
Givat Orot Eliezer,גבעת אורות אליעזר,1362.0,Outpost,31.552609,35.129842,2025,Hebron,Kiryat Arba,Outpost,Kiryat Arba
Karne Shomron North,קרני שומרון צפון,1363.0,Outpost,32.190396,35.110171,2025,Nablus,Shomron,Outpost,Karne Shomron
Dvash Sela' Farm,חוות דבש סלע,1373.0,Outpost,31.449413,35.190867,2025,Yatta,Har Hebron,Farm Outpost,Carmel
Nofei Nehemia West,נופי נחמיה מערב,,Outpost,32.09718,35.225239,2025,Nablus,Shomron,Farm Outpost,Nofei Nehemya
Derech Avraham Farm,חוות דרך אברהם,1371.0,Outpost,32.198247,35.34669,2025,Nablus,Shomron,Farm Outpost,Alon More
Rehava'm,רחבעם,1390.0,Outpost,32.117828,35.328156,2025,Nablus,Shomron,Outpost,Migdalim
Nahal Machoch West,נחל מכוך מערב,1381.0,Outpost,31.909544,35.31119,2026,Ramallah,Binyamin,Farm Outpost,Nahal Mahoch Farm
Maale Yehonatan,מעלה יהונתן,1382.0,Outpost,31.396701,35.032095,2026,Yatta,Har Hebron,Farm Outpost,Shama' north
Har Ebal,הר עיבל,1374.0,Outpost,32.23567,35.2684,2026,Nablus,Shomron,Outpost,
Roei Avraham Farm,חוות רועי אברהם,1375.0,Outpost,32.248061,35.503027,2026,Tubas,Jordan Valley,Farm Outpost,Roei
Jabel Ein Una,תל תלפיות (ג'בל עין עונה),,Outpost,32.083202,35.313141,2026,Ramallah,Binyamin,Farm Outpost,Esh Kodesh
Yaa'r El-Keren Farm,חוות יער אל קרן,1376.0,Outpost,31.617234,35.127639,2026,Bethlehem,Gush Ezion,Farm Outpost,Karme Tzur
Kfar Ezion West,כפר עציון מערב,1391.0,Outpost,31.645181,35.106047,2026,Bethlehem,Gush Ezion,Outpost,Kfar Ezion
Hagai Hever Farm,החווה של חגי חבר,1379.0,Outpost,31.61095,35.276965,2026,Bethlehem,Gush Ezion,Farm Outpost,Tekoa
Bezeq,בזק,,Outpost,32.37557,35.39478,2026,Janin,Shomron,Outpost,
small Um Zuka,אום זוקא הקטן,1383.0,Outpost,32.276141,35.502769,2026,Tubas,Jordan Valley,Farm Outpost,Nof Gilad Farm
Mizpe Yericho East,מצפה יריחו מזרח,1384.0,Outpost,31.811589,35.414907,2026,Jericho,Binyamin,Farm Outpost,Mizpe Yericho
Ain Lezion Farm,חוות עין לציון,1385.0,Outpost,31.819296,35.170895,2026,Ramallah,Binyamin,Farm Outpost,Har Shmuel
Shabo2 Farm,חוות שבו2,,Outpost,31.395206,35.19861,2026,Yatta,Har Hebron,Farm Outpost,Mizpe Yair
Emek Kedem farm,חוות רחלים מערב,1392.0,Outpost,32.091197,35.235339,2026,Ramallah,Shomron,Farm Outpost,Nofei Nehemya
Har Homa souht farm,חוות הר חומה דרום - מזמוריה,,Outpost,31.720027,35.235014,2026,Bethlehem,Jerusalem,Farm Outpost,Har Homa
Asfar Farm West,חוות אספר מערב,1393.0,Outpost,31.586173,35.1791,2026,Bethlehem,Gush Ezion,Farm Outpost,Mezad
Kochav Yhuda,כוכב יהודה,,Outpost,31.663641,35.205918,2026,Bethlehem,Gush Ezion,Farm Outpost,Tkoa
Givat Nezah Shmuel,גבעת נצח שמואל - המשולש,,Outpost,32.02644,35.314208,2026,Ramallah,Binyamin,Farm Outpost,Amihai
Ram's Farm,חוות רם,1394.0,Outpost,32.048225,35.229095,2026,Ramallah,Binyamin,Farm Outpost,Maale Levona
Bat Ayin - Tzurif,בית עין - צוריף,1395.0,Outpost,31.650805,35.103276,2026,Bethlehem,Gush Ezion,Farm Outpost,Bat Ayin
Yizhar - A-Tira,יצהר - א-טירה,1396.0,Outpost,32.167862,35.253333,2026,Nablus,Shomron,Outpost,Yizhar
Sa-Nur,שא-נור,1397.0,Outpost,32.336767,35.202369,2026,Nablus,Shomron,Outpost,Homesh
Gad Nathan Farm,חוות גד נתן,,Outpost,31.581071,35.127559,2026,Bethlehem,Gush Ezion,Farm Outpost,Marom Yehuda
Mizpe Arougot,מצפה ערוגות,,Outpost,31.646932,35.17665,2026,Bethlehem,Gush Ezion,Farm Outpost,Efrat
Tene Omarim North,טנא עומרים צפון,1299.0,Outpost,31.384516,34.962419,2026,Yatta,Har Hebron,Farm Outpost,Tene Omarim
Rave Farm,חוות רווה,,Outpost,31.359904,34.963537,2026,Yatta,Har Hebron,Farm Outpost,Tene Omarim
Esh Kodesh East Farm,חוות אש קודש מזרח,,Outpost,32.071183,35.346886,2025,Nablus,Binyamin,Farm Outpost,Esh Kodesh
Rehavam West Farm,חוות רחבעם מזרח,,Outpost,32.114524,35.308365,2026,Nablus,Shomron,Farm Outpost,Rehavam
Havat Yair South,חוות יאיר דרום,,Outpost,32.140175,35.102488,2026,Salfit,Shomron,Farm Outpost,Havat yair
Nekuda south Farm,חוות הנקודה דרום,,Outpost,32.162814,35.319246,2026,Nablus,Shomron,Farm Outpost,Itamar
Rimonim - Taybe junctipon,רימונים - צומת טייבה,,Outpost,31.926118,35.31997,2026,Ramallah,Binyamin,Farm Outpost,Rimonim
Mizpe Lea North,מצפה לאה צפון,,Outpost,31.954493,35.336838,2026,Ramallah,Binyamin,Outpost,Kochav Hashahar
Nahalat Hanavi,"נחלת הנבי""א",,Outpost,32.071907,35.328547,2026,Ramallah,Binyamin,Farm Outpost,Esh Kodesh
Magen Yehuda  Farm,חוות מגן יהודה,,Outpost,32.193949,35.195746,2026,Nablus,Shomron,Farm Outpost,Gilad farm
Uzerie's Farm,החווה של עוזרי,,Outpost,31.548061,35.004473,2026,Hebron,Har Hebron,Farm Outpost,Adora
Shibolet Farm,חוות שיבולת,,Outpost,31.859928,35.077142,2026,Ramallah,Binyamin,Farm Outpost,Mevo Horon
Halomot Yosef farm,חוות חלומות יוסף,,Outpost,32.414998,35.202839,2026,Janin,Shomron,Farm Outpost,Mevo Dotan
Naama North Farm,"חוות נעמ""ה צפון",,Outpost,31.932679,35.4631,2026,Jericho,Jordan Valley,Farm Outpost,Naama
Givat Or Yehuda,גבעת אור יהודה,,Outpost,31.392874,35.09772,2026,Yatta,Har Hebron,Farm Outpost,Susiya
Khalat a-Homs,חלת אל-חומס,,Outpost,31.413427,35.086996,2026,Yatta,Har Hebron,Farm Outpost,Susiya
Nave - Avigail Gate,שכונת נווה - שער אביגיל,,Outpost,31.404257,35.14695,2026,Yatta,Har Hebron,Outpost,Avigail
Avigayil South,אביגיל דרום,,Outpost,31.399161,35.12912,2026,Yatta,Har Hebron,Farm Outpost,Mizpe Yair
Deir Abu-Mashal South,דיר אבו-משעל דרום,,Outpost,31.984008,35.066989,2026,Ramallah,Binyamin,Farm Outpost,Naale
Sdot Harel farm,חוות שדות הראל,,Outpost,31.493685,34.951683,2026,Hebron,Har Hebron,Farm Outpost,Negohot
Bitilu,ביתילו - אור בנימין,,Outpost,31.982867,35.099303,2026,Ramallah,Binyamin,Farm Outpost,Halamish
Halamish North,חלמיש צפון,,Outpost,32.020892,35.141878,2026,Ramallah,Binyamin,Farm Outpost,Halamish
The Lonely House - Yizhar,חוות גבעת יהונתן - הבית הבודד - יצהר,,Outpost,32.172675,35.244659,2026,Nablus,Shomron,Outpost,Yizhar
Reches Tamun Farm,חוות רכס הטמון,,Outpost,32.258596,35.405325,2026,Tubas,Shomron,Farm Outpost,Bkaot
Givat Sebastiya Station,תחנת סבסטיה,,Outpost,32.282967,35.172856,2026,Nablus,Shomron,Farm Outpost,Homesh
